"Step","Mno_relu_DS10_Osgd_W0.003 - train_mse_loss","Mno_relu_DS10_Osgd_W0.003 - train_mse_loss__MIN","Mno_relu_DS10_Osgd_W0.003 - train_mse_loss__MAX"
"57","0.002162011107429862","0.002162011107429862","0.002162011107429862"
"58","0.0021613516146317124","0.0021613516146317124","0.0021613516146317124"
"59","0.0021669422276318073","0.0021669422276318073","0.0021669422276318073"
"60","0.0021735052578151226","0.0021735052578151226","0.0021735052578151226"
"61","0.0021667088149115443","0.0021667088149115443","0.0021667088149115443"
"62","0.0021704951068386436","0.0021704951068386436","0.0021704951068386436"
"63","0.0021725716069340706","0.0021725716069340706","0.0021725716069340706"
"64","0.002173118875361979","0.002173118875361979","0.002173118875361979"
"65","0.0021734314505010843","0.0021734314505010843","0.0021734314505010843"
"66","0.002173616085201502","0.002173616085201502","0.002173616085201502"
"67","0.002177972230128944","0.002177972230128944","0.002177972230128944"
"68","0.0021830598125234246","0.0021830598125234246","0.0021830598125234246"
"69","0.002183434786275029","0.002183434786275029","0.002183434786275029"
"70","0.002180254552513361","0.002180254552513361","0.002180254552513361"
"71","0.0021830269834026694","0.0021830269834026694","0.0021830269834026694"
"72","0.0021858293330296874","0.0021858293330296874","0.0021858293330296874"
"73","0.002191205625422299","0.002191205625422299","0.002191205625422299"
"74","0.002187211299315095","0.002187211299315095","0.002187211299315095"
"75","0.0021827429300174117","0.0021827429300174117","0.0021827429300174117"
"76","0.002182347932830453","0.002182347932830453","0.002182347932830453"
"77","0.0021916397381573915","0.0021916397381573915","0.0021916397381573915"
"78","0.0021866661263629794","0.0021866661263629794","0.0021866661263629794"
"79","0.0021969504887238145","0.0021969504887238145","0.0021969504887238145"
"80","0.0021898323902860284","0.0021898323902860284","0.0021898323902860284"
"81","0.0021932870149612427","0.0021932870149612427","0.0021932870149612427"
"82","0.0021887185284867883","0.0021887185284867883","0.0021887185284867883"
"83","0.002188598271459341","0.002188598271459341","0.002188598271459341"
"84","0.0021956218406558037","0.0021956218406558037","0.0021956218406558037"
"85","0.0021976615535095334","0.0021976615535095334","0.0021976615535095334"
"86","0.002195326378569007","0.002195326378569007","0.002195326378569007"
"87","0.002194169443100691","0.002194169443100691","0.002194169443100691"
"88","0.0021891241776756942","0.0021891241776756942","0.0021891241776756942"
"89","0.0022011277033016086","0.0022011277033016086","0.0022011277033016086"
"90","0.0021952925017103553","0.0021952925017103553","0.0021952925017103553"
"91","0.002202766016125679","0.002202766016125679","0.002202766016125679"
"92","0.002197518479079008","0.002197518479079008","0.002197518479079008"
"93","0.002198554459027946","0.002198554459027946","0.002198554459027946"
"94","0.002197802998125553","0.002197802998125553","0.002197802998125553"
"95","0.0021909698843955994","0.0021909698843955994","0.0021909698843955994"
"96","0.00220066518522799","0.00220066518522799","0.00220066518522799"
"97","0.002204516320489347","0.002204516320489347","0.002204516320489347"
"98","0.002198035828769207","0.002198035828769207","0.002198035828769207"
"99","0.0022015408612787724","0.0022015408612787724","0.0022015408612787724"
"100","0.002198057365603745","0.002198057365603745","0.002198057365603745"
