Epoch,WD0_NRC1,WD0_NRC2,WD0_NRC3,,WD5e-4_NRC1,WD5e-4_NRC2,WD5e-4_NRC3,,WD5e-3_NRC1,WD5e-3_NRC2,WD5e-3_NRC3,,WD5e-2_NRC1,WD5e-2_NRC2,WD5e-2_NRC3,,WD1e-1_NRC1,WD1e-1_NRC2,WD1e-1_NRC3
139,5.291462369,8.902608254,0.019105573,,2.951649427,5.063179779,0.010764433,,1.150638103,1.516726208,0.001950594,,0.071561351,0.064566195,1.91004E-05,,0.035866133,0.013759997,0.0000711
140,5.397722586,8.86302185,0.018844909,,2.960100174,5.231590271,0.011128721,,1.058991909,1.40944109,0.001877051,,0.066969149,0.078463626,0.000196694,,0.035435994,0.013859795,0.000325148
141,5.324841153,8.97715073,0.019150923,,2.946934731,5.22165746,0.010140198,,1.068518758,1.518246937,0.001820758,,0.073416099,0.071760809,0.00027404,,0.036140221,0.013464753,0.0000984
142,5.406122254,8.835357155,0.018185956,,2.976581307,5.251943595,0.010093504,,0.986579776,1.318666077,0.001897328,,0.085213646,0.072095382,5.91245E-05,,0.035503438,0.013291112,0.000246055
143,5.355413749,8.913352543,0.018259486,,2.95881836,5.196829355,0.010637258,,1.080928445,1.449979305,0.00167825,,0.055822916,0.06215291,0.000128032,,0.036420816,0.011952698,0.000272433
144,5.393831952,8.898035859,0.019651958,,2.953198218,5.206733055,0.010054542,,1.057100773,1.389930439,0.001856969,,0.084438898,0.07431469,4.38513E-05,,0.035875271,0.013061861,0.000229027
145,5.36281832,8.841595325,0.017969992,,2.966663831,5.215378005,0.009921322,,0.978606343,1.424847412,0.001785709,,0.100842327,0.080353481,0.000111941,,0.036024747,0.012934947,0.000473887
146,5.380328658,8.926163833,0.018432025,,2.955392802,5.22735879,0.010343854,,1.035811305,1.400961113,0.001694273,,0.063571513,0.080896312,1.47476E-05,,0.036246918,0.013046977,0.000399439
147,5.345525001,8.891422683,0.019068446,,2.946657415,5.223945715,0.010421166,,1.035372376,1.297401142,0.001756688,,0.098676801,0.068018639,0.00013215,,0.036321657,0.013471523,0.000431914
148,5.434293525,8.938589528,0.018548862,,2.946532825,5.21782782,0.011628362,,1.094648719,1.377834415,0.001581716,,0.082666576,0.072604579,2.55088E-05,,0.035214688,0.011630161,0.000211758
149,5.351345605,8.941175208,0.018791477,,2.966937732,5.22345934,0.01014765,,1.095799804,1.287672329,0.001424438,,0.077686846,0.084156615,3.49372E-05,,0.035896548,0.012715344,0.000412859
150,5.365099468,9.008161797,0.018300275,,2.958404266,5.22231737,0.01097163,,1.017043233,1.22422266,0.001511963,,0.082859822,0.073661309,0.000121099,,0.036440089,0.013134952,0.0003496

